title,organization,opportunity_type,category,country,location,work_mode,compensation,posted_date,deadline,source,source_url,summary
Tech & AI Specialist (Marketing Agency),agencro,Remote work opportunities,Information Technology,Landau,Landau,Remote,Not specified,2026-07-21,,Arbeitnow,https://www.arbeitnow.com/jobs/companies/agencro/tech-ai-specialist-marketing-agency-landau-136662,"Tech & AI Specialist (Marketing Agency) is an opportunity with agencro. <p>Hey, I'm Yannic, co-founder of agencro, a CRO and direct-response agency for e-commerce brands: advertorials, landing pages, online shops and email for our clients - plus our own brands, where we also run paid ads ourselves.</p> <p>We work AI-first: AI produces the volume, a small team with real taste directs and finishes it. Small remote team..."
"IT-Administration / DevOps Engineer (m, w, d)",SHERA Werkstoff-Technologie GmbH,Jobs,Information Technology,Lemförde,Lemförde,On-site,Not specified,2026-07-21,,Arbeitnow,https://www.arbeitnow.com/jobs/companies/shera-werkstoff-technologie-gmbh/it-administration-devops-engineer-m-w-d-lemforde-307906,"IT-Administration / DevOps Engineer (m, w, d) is an opportunity with SHERA Werkstoff-Technologie GmbH. <p>Die SHERA ist ein mittelständisches Familienunternehmen aus Niedersachsen, das seit über 40 Jahren mit 90 Mitarbeitenden weltweit hochwertige Werkstoffe und digitale Systeme für die Zahntechnik entwickelt.</p> <h2>Aufgaben</h2> <p><strong>Das erwartet dich im Allgemeinen:</strong></p> <ul> <li>Administration und..."
Account Executive - Netherlands (f/m/d),Instagrid,Jobs,Business & Finance,Ludwigsburg,Ludwigsburg,On-site,Not specified,2026-07-21,,Arbeitnow,https://www.arbeitnow.com/jobs/companies/instagrid/account-executive-netherlands-ludwigsburg-441386,"Account Executive - Netherlands (f/m/d) is an opportunity with Instagrid. <p><span style=""color: #121317"">At Instagrid, you are part of the clean-tech revolution by bringing pure energy into your region, helping professional workers transitioning away from combustion generators and making it possible for them to experience a safe, efficient, clean and silent energy solution.</span></p><p style="";""></p><h4..."
Werkstudent:in YouTube Growth & Analytics (m/w/d),HitchOn,Jobs,Education,Mainz,Mainz,On-site,Not specified,2026-07-21,,Arbeitnow,https://www.arbeitnow.com/jobs/companies/hitchon/werkstudentin-youtube-growth-analytics-mainz-282681,"Werkstudent:in YouTube Growth & Analytics (m/w/d) is an opportunity with HitchOn. <p>Du verbringst mehr Zeit auf YouTube als in Vorlesungen? Du fragst dich bei erfolgreichen Videos, warum sie funktionieren? Du analysierst lieber Thumbnails als Netflix-Serien und findest es spannend, mit kleinen Optimierungen große Reichweiten zu erzeugen?</p> <p>Dann suchen wir genau dich.</p> <p>Für die Betreuung eines der größten..."
Junior Projektmanager / Teilprojektleiter (m/w/d) Produktion in Mannheim (1703),BRÜGGEN ENGINEERING GmbH,Jobs,Information Technology,Mannheim,Mannheim,On-site,Not specified,2026-07-21,,Arbeitnow,https://www.arbeitnow.com/jobs/companies/bruggen-engineering-gmbh/junior-projektmanager-teilprojektleiter-produktion-in-mannheim-1703-480146,"Junior Projektmanager / Teilprojektleiter (m/w/d) Produktion in Mannheim (1703) is an opportunity with BRÜGGEN ENGINEERING GmbH. <p><strong>Ihre Karriere im technischen Projektmanagement.</strong></p> <p>Mit BRÜGGEN ENGINEERING unterstützen Sie anspruchsvolle Projekte im industriellen Umfeld und übernehmen frühzeitig Verantwortung für eigene Teilprojekte. Sie koordinieren Projektabläufe, sorgen für transparente Prozesse..."
Java Softwareentwickler/in mit Karriereambitionen - jetzt mit uns voll durchstarten!,Auralis Group,Remote work opportunities,Information Technology,Markt Indersdorf,Markt Indersdorf,Remote,Not specified,2026-07-21,,Arbeitnow,https://www.arbeitnow.com/jobs/companies/auralis-group/java-softwareentwickler-in-mit-karriereambitionen-jetzt-mit-uns-voll-durchstarten-markt-indersdorf-436151,"Java Softwareentwickler/in mit Karriereambitionen - jetzt mit uns voll durchstarten! is an opportunity with Auralis Group. <p>Wir sind ein fast zwei Jahre altes IT Unternehmen, aktuell 80 MA, und suchen nun weiterhin Verstärkung, um Java-Projekte bei unseren Kunden durchzuführen.</p> <h2>Aufgaben</h2> <p>Du willst:</p> <ul> <li>Deine Arbeitszeiten selbst bestimmen?</li> <li>von zuhause aus arbeiten (remote)?</li> <li>den..."
Sympathischer IT Systemadministrator (m/w/d) gesucht,Intercon Solutions GmbH,Jobs,Information Technology,Minden,Minden,On-site,Not specified,2026-07-21,,Arbeitnow,https://www.arbeitnow.com/jobs/companies/intercon-solutions-gmbh/sympathischer-it-systemadministrator-gesucht-minden-217444,Sympathischer IT Systemadministrator (m/w/d) gesucht is an opportunity with Intercon Solutions GmbH. <p>Gestalte mit uns die IT von morgen!</p> <p>Du begeisterst dich für moderne IT-Infrastrukturen und möchtest in einem innovativen Umfeld Verantwortung übernehmen? Dann bist du bei uns genau richtig! Als Systemadministrator (m/w/d) sorgst du gemeinsam mit unserem Team für einen reibungslosen IT-Betrieb und bringst unsere...
Finance Manager (m/w/d),Biomatch GmbH,Jobs,Agriculture,Murg,Murg,On-site,Not specified,2026-07-21,,Arbeitnow,https://www.arbeitnow.com/jobs/companies/biomatch-gmbh/finance-manager-murg-93683,"Finance Manager (m/w/d) is an opportunity with Biomatch GmbH. <p><strong>Über das Unternehmen</strong></p> <p>Unser Mandant ist ein weltweit agierender Pionier für hocheffiziente Systemlösungen in der Food-Technologie. Mit mehreren tausend Mitarbeitern global verbindet das Unternehmen die Stabilität eines Großkonzerns mit einer innovativen, zukunftsorientierten Unternehmenskultur. Werden Sie Teil eines Teams, das die..."
Senior Azure Cloud Platform Architect (m/w/d),think about IT GmbH,Jobs,Information Technology,Nuremberg,Nuremberg,On-site,Not specified,2026-07-21,,Arbeitnow,https://www.arbeitnow.com/jobs/companies/think-about-it-gmbh/senior-azure-cloud-platform-architect-nuremberg-415088,"Senior Azure Cloud Platform Architect (m/w/d) is an opportunity with think about IT GmbH. <p>Die thinkGROUP ist eine erfolgreiche Systemhausgruppe, die ständig nach Innovation strebt und großen Wert auf die kontinuierliche Optimierung unserer internen Prozesse legt. Die Nutzung modernster Technologien ist kein Selbstzweck, sondern die Ausprägung unseres Innovationsgeistes und gelebter Kundenorientierung. Hervorragender..."
Senior Microsoft AI & Copilot Engineer (m/w/d),think about IT GmbH,Jobs,Information Technology,Nuremberg,Nuremberg,On-site,Not specified,2026-07-21,,Arbeitnow,https://www.arbeitnow.com/jobs/companies/think-about-it-gmbh/senior-microsoft-ai-copilot-engineer-nuremberg-145005,"Senior Microsoft AI & Copilot Engineer (m/w/d) is an opportunity with think about IT GmbH. <p>Die thinkGROUP ist eine erfolgreiche Systemhausgruppe, die ständig nach Innovation strebt und großen Wert auf die kontinuierliche Optimierung unserer internen Prozesse legt. Die Nutzung modernster Technologien ist kein Selbstzweck, sondern die Ausprägung unseres Innovationsgeistes und gelebter Kundenorientierung. Hervorragender..."
Senior Microsoft Cloud Transformation Architect (m/w/d),think about IT GmbH,Jobs,Information Technology,Nuremberg,Nuremberg,On-site,Not specified,2026-07-21,,Arbeitnow,https://www.arbeitnow.com/jobs/companies/think-about-it-gmbh/senior-microsoft-cloud-transformation-architect-nuremberg-258582,"Senior Microsoft Cloud Transformation Architect (m/w/d) is an opportunity with think about IT GmbH. <p>Die thinkGROUP ist eine erfolgreiche Systemhausgruppe, die ständig nach Innovation strebt und großen Wert auf die kontinuierliche Optimierung unserer internen Prozesse legt. Die Nutzung modernster Technologien ist kein Selbstzweck, sondern die Ausprägung unseres Innovationsgeistes und gelebter Kundenorientierung..."
Working Student (m/w/d) Business Operations & Growth,PFASuiki GmbH,Jobs,Education,Oberhaching,Oberhaching,On-site,Not specified,2026-07-21,,Arbeitnow,https://www.arbeitnow.com/jobs/companies/pfasuiki-gmbh/working-student-business-operations-growth-oberhaching-341937,"Working Student (m/w/d) Business Operations & Growth is an opportunity with PFASuiki GmbH. <p>PFASuiki entwickelt eine fortschrittliche Technologie zur elektrochemischen Oxidation, um PFAS (‚Ewigkeitschemikalien‘) direkt an der Quelle vollständig zu zerstören. Wir agieren in einem wachstumsstarken, regulierungsgetriebenen Markt, in dem unsere Kunden zunehmend unter Druck stehen, Lösungen für persistente Schadstoffe zu..."
Prozessverantwortlicher (m/w/d) Logistik,Actana Consulting Services GmbH,Jobs,Information Technology,Oberkochen,Oberkochen,On-site,Not specified,2026-07-21,,Arbeitnow,https://www.arbeitnow.com/jobs/companies/actana-consulting-services-gmbh/prozessverantwortlicher-logistik-oberkochen-470345,"Prozessverantwortlicher (m/w/d) Logistik is an opportunity with Actana Consulting Services GmbH. <p>Bei Actana Consulting Services GmbH, einem führenden Anbieter im Bereich Business Consulting und Services, suchen wir nach einem Prozessverantwortlichen (m/w/d) Logistik, der unser engagiertes Team verstärkt.</p> <p>Wenn du Leidenschaft für Logistikprozesse mitbringst und Lust hast, in einem kreativen Arbeitsumfeld zu..."
Senior Consultant IT & Development (Inhouse) (w/m/d),Right Search,Tenders / Consultancies,Information Technology,Ochtrup,Ochtrup,On-site,Not specified,2026-07-21,,Arbeitnow,https://www.arbeitnow.com/jobs/companies/right-search/senior-consultant-it-development-inhouse-ochtrup-424750,"Senior Consultant IT & Development (Inhouse) (w/m/d) is an opportunity with Right Search. <p><strong>Senior Consultant IT & Development (Inhouse) (w/m/d)</strong></p> <p><em>Ochtrup – Hybrid, bis zu 3 Tage Homeoffice, 50.000 € – 100.000 € + Weihnachtsgeld, Jubiläums- & Gesundheitsbonus</em></p> <p>Du willst nicht einfach von Kunde zu Kunde hüpfen, sondern echte IT-Projekte von Anfang bis Ende in einem Unternehmen führen –..."
Projektmanager:in für Wohnimmobilien (m/w/d),ZukunftsWert Projektentwicklung GmbH,Jobs,Operations & Logistics,Oldenburg,Oldenburg,On-site,Not specified,2026-07-21,,Arbeitnow,https://www.arbeitnow.com/jobs/companies/zukunftswert-projektentwicklung-gmbh/projektmanagerin-fur-wohnimmobilien-oldenburg-159672,"Projektmanager:in für Wohnimmobilien (m/w/d) is an opportunity with ZukunftsWert Projektentwicklung GmbH. <p>Wir suchen eine:n Projektentwickler:in für Wohnimmobilien für unsere Projekte im Raum Oldenburg/Wilhelmshaven. Bei uns gibt es keine langsamen Entscheidungswege oder Bürokratie – hier zählt nur eins: Umsetzung.</p> <p>Du willst mehr Gas geben, aber dein aktueller Job besteht nur aus Meetings und Schreibtisch? Du..."
Kundendienst-Techniker / Servicetechniker im Außendienst (m/w/d),Hofmann Mess- und Auswuchttechnik GmbH & Co. KG,Jobs,Operations & Logistics,Pfungstadt,Pfungstadt,On-site,Not specified,2026-07-21,,Arbeitnow,https://www.arbeitnow.com/jobs/companies/hofmann-mess-und-auswuchttechnik-gmbh-co-kg/kundendienst-techniker-servicetechniker-im-aussendienst-pfungstadt-469048,"Kundendienst-Techniker / Servicetechniker im Außendienst (m/w/d) is an opportunity with Hofmann Mess- und Auswuchttechnik GmbH & Co. KG. <p>Ob Verbrennungsmotor oder Flugzeugtriebwerk: Läuft es rund, steckt oft Technik von Hofmann dahinter. Seit über 75 Jahren gehören wir zu den führenden Spezialisten der Auswuchttechnik. Mit Produktionswerken in Deutschland und den USA, einem weltweiten Vertriebsnetz sowie über 150..."
Kundendienst-Techniker / Servicetechniker im Außendienst (m/w/d),Hofmann Mess- und Auswuchttechnik GmbH & Co. KG,Jobs,Operations & Logistics,Pfungstadt,Pfungstadt,On-site,Not specified,2026-07-21,,Arbeitnow,https://www.arbeitnow.com/jobs/companies/hofmann-mess-und-auswuchttechnik-gmbh-co-kg/kundendienst-techniker-servicetechniker-im-aussendienst-pfungstadt-58934,"Kundendienst-Techniker / Servicetechniker im Außendienst (m/w/d) is an opportunity with Hofmann Mess- und Auswuchttechnik GmbH & Co. KG. <p>Ob Verbrennungsmotor oder Flugzeugtriebwerk: Läuft es rund, steckt oft Technik von Hofmann dahinter. Seit über 75 Jahren gehören wir zu den führenden Spezialisten der Auswuchttechnik. Mit Produktionswerken in Deutschland und den USA, einem weltweiten Vertriebsnetz sowie über 150..."
Vertriebsmitarbeiter m|w|d|,LS Onlinevertrieb,Remote work opportunities,Health,Plößberg,Plößberg,Remote,Not specified,2026-07-21,,Arbeitnow,https://www.arbeitnow.com/jobs/companies/ls-onlinevertrieb/vertriebsmitarbeiter-mwd-plossberg-448779,"Vertriebsmitarbeiter m|w|d| is an opportunity with LS Onlinevertrieb. <p>Wir suchen engagierte Vertriebsmitarbeiter zur Erweiterung des Teams</p> <p>im Bereich Gesundheit und Prävention. In Zusammenarbeit mit Next Level</p> <p>Health bieten wir eine strukturierte, flexible Tätigkeit im Homeoffice</p> <p>auf selbstständiger Basis. Quereinsteiger und Profis sind gleichermaßen</p> <p>willkommen.</p> <h2>Aufgaben</h2>..."
Content Creator & Social Media Manager:in (Minijob),Racksolut GmbH,Jobs,Communications,Puchheim,Puchheim,On-site,Not specified,2026-07-21,,Arbeitnow,https://www.arbeitnow.com/jobs/companies/racksolut-gmbh/content-creator-social-media-managerin-minijob-puchheim-338174,"Content Creator & Social Media Manager:in (Minijob) is an opportunity with Racksolut GmbH. <p><strong>Über Innovatier & Racksolut</strong></p> <p>Innovatier entwickelt innovative Produkte für Hunde und Katzen – inspiriert von aktuellen Trends und mit dem Anspruch, den Alltag von Tier und Halter wirklich zu verbessern.</p> <p>Gemeinsam mit Racksolut bringen wir diese Ideen in den stationären Fachhandel. Während Innovatier..."
Kreditsachbearbeitung (m/w/d),Volksbank PLUS eG,Jobs,Operations & Logistics,Rahden,Rahden,On-site,Not specified,2026-07-21,,Arbeitnow,https://www.arbeitnow.com/jobs/companies/volksbank-plus-eg/kreditsachbearbeitung-rahden-284704,"Kreditsachbearbeitung (m/w/d) is an opportunity with Volksbank PLUS eG. <p>Als regionale Genossenschaftsbank im äußersten Zipfel Ostwestfalens und im benachbarten Niedersachsen sind wir fest mit den Menschen unserer Region verbunden. Mit 280 Mitarbeitenden, 70.000 Kunden, 27 Filialen und einer Bilanzsumme von 1,75 Mrd. Euro bieten wir Stabilität, Moderne und ein echtes Miteinander.</p> <h2>Aufgaben</h2> <p>Deine..."
Schädlingsbekämpfer (m/w/d) | 32.000 - 45.000 € + Dienstwagen zur Privatnutzung,Riverstate Premium Recruiting,Jobs,Information Technology,Rastatt,Rastatt,On-site,Not specified,2026-07-21,,Arbeitnow,https://www.arbeitnow.com/jobs/companies/riverstate-premium-recruiting/schadlingsbekampfer-32000-45000-eur-dienstwagen-zur-privatnutzung-rastatt-204480,"Schädlingsbekämpfer (m/w/d) | 32.000 - 45.000 € + Dienstwagen zur Privatnutzung is an opportunity with Riverstate Premium Recruiting. <p>Sie sind ausgebildeter Schädlingsbekämpfer und auf der Suche nach neuen beruflichen Chancen? Dann könnte sich dieses Angebot in der Schädlingsbekämpfung für Sie lohnen!</p> <p>Es erwartet Sie eine interessante und abwechslungsreiche Tätigkeit, je nach Erfahrung ein Jahreseinstiegsgehalt..."
SEO Manager / SEA-Manager - Schwerpunkt SEO (w/m/d),Stecker Express GmbH,Jobs,Information Technology,Reutlingen,Reutlingen,On-site,Not specified,2026-07-21,,Arbeitnow,https://www.arbeitnow.com/jobs/companies/stecker-express-gmbh/seo-manager-sea-manager-schwerpunkt-seo-reutlingen-362330,"SEO Manager / SEA-Manager - Schwerpunkt SEO (w/m/d) is an opportunity with Stecker Express GmbH. <p>Wir sind <strong>Top Company 2022, 2023, 2024, 2025 und 2026</strong> und zählen damit weiterhin zu den beliebtesten fünf Prozent der Arbeitgeber in Deutschland, Österreich und der Schweiz.</p> <p>Die Stecker Express GmbH ist ein <strong>Familienunternehmen</strong> in zweiter Generation. Seit 1995 beliefern wir über 10.000..."
